Initial Pressure (mbar),Final Pressure (mbar),Pressure Step (mbar),Step Duration (s),Stabilization Time (s),"Pads to Calibrate (e.g. 0-29 or 1,5,6)",Cycles,Triangular Sweep (Up & Down),Ignore Pad Parsing (Record Raw STM),Time,STM_0,STM_1,STM_2,STM_3,STM_4,STM_5, x,Pressure,STM_Extra_14,STM_Extra_15,STM_Extra_16
0,400.0,50,60,50,0-5,1,false,false,175.08333468437195,  92.194153,  70.414085,  88.321960,  60.129639,  55.361778,  97.999504,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,175.14026832580566,  92.183487,  70.407555,  88.311630,  60.139099,  55.366081,  98.002342,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,175.19631624221802,  92.186478,  70.416435,  88.321365,  60.138931,  55.364708,  98.004066,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,175.24935960769653,  92.194962,  70.420738,  88.315567,  60.142700,  55.353035,  98.000175,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,175.31112957000732,  92.177582,  70.427666,  88.310059,  60.132751,  55.362892,  98.004646,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,175.3648898601532,  92.193771,  70.420906,  88.321228,  60.142883,  55.365517,  97.996254,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,175.42545175552368,  92.195724,  70.428276,  88.328308,  60.146393,  55.363380,  98.011497,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,175.4766981601715,  92.192627,  70.408165,  88.317352,  60.139679,  55.358788,  98.002937,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,175.53668355941772,  92.193359,  70.427483,  88.322296,  60.144852,  55.370567,  98.007240,  end,103,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,175.59755086898804,  92.198151,  70.425728,  88.336136,  60.141312,  55.363121,  98.009483,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,175.6515758037567,  92.199936,  70.425468,  88.312683,  60.144089,  55.371529,  98.002434,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,175.7082118988037,  92.197830,  70.428154,  88.330994,  60.143982,  55.379478,  98.021690,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,175.76771521568298,  92.186752,  70.418739,  88.325211,  60.141205,  55.368401,  98.014305,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,175.82200956344604,  92.206848,  70.427818,  88.322983,  60.153412,  55.382225,  98.014946,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,175.8767647743225,  92.202927,  70.432091,  88.318954,  60.151382,  55.373604,  98.019936,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,175.93678879737854,  92.217377,  70.430199,  88.325653,  60.155045,  55.374962,  98.007378,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,175.98824214935303,  92.208725,  70.425652,  88.328308,  60.156815,  55.362160,  98.015480,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,176.05065393447876,  92.192703,  70.428444,  88.330032,  60.144943,  55.366859,  98.011116,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,176.10591530799866,  92.209366,  70.433220,  88.345612,  60.166718,  55.374123,  98.021248,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,176.16364526748657,  92.195999,  70.419167,  88.323761,  60.152664,  55.386131,  98.020592,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,176.2195909023285,  92.204742,  70.436424,  88.334854,  60.154709,  55.372261,  98.013634,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,176.27280187606812,  92.212051,  70.435295,  88.342010,  60.161072,  55.378990,  98.015800,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,176.33357882499695,  92.205307,  70.434151,  88.341400,  60.165222,  55.379631,  98.017662,  end,103,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,176.39120769500732,  92.219574,  70.440742,  88.339996,  60.160812,  55.383247,  98.023323,  end,103,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,176.44788098335266,  92.204544,  70.441078,  88.342773,  60.159393,  55.374687,  98.023216,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,176.50252032279968,  92.204300,  70.429726,  88.341629,  60.158859,  55.377861,  98.021095,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,176.56001687049866,  92.208664,  70.439537,  88.344635,  60.159637,  55.385063,  98.030846,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,176.61852598190308,  92.202209,  70.428490,  88.333939,  60.151123,  55.372292,  98.023689,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,176.67488861083984,  92.212234,  70.440315,  88.344650,  60.164902,  55.394920,  98.029961,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,176.73278999328613,  92.225204,  70.449471,  88.351318,  60.160736,  55.381783,  98.026100,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,176.78874397277832,  92.222992,  70.442085,  88.348648,  60.171661,  55.380257,  98.026833,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,176.8452341556549,  92.219467,  70.447502,  88.347153,  60.167740,  55.398003,  98.032417,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,176.89944505691528,  92.214188,  70.445427,  88.352737,  60.172699,  55.391060,  98.037987,  end,103,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,176.9602975845337,  92.209991,  70.429024,  88.341797,  60.165390,  55.392815,  98.034767,  end,103,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,177.01539778709412,  92.214417,  70.436882,  88.346771,  60.170654,  55.394722,  98.025597,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,177.0710997581482,  92.229050,  70.448051,  88.350952,  60.179443,  55.400688,  98.041679,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,177.12990975379944,  92.220886,  70.453270,  88.360596,  60.178177,  55.404076,  98.048363,  end,103,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,177.18631529808044,  92.223923,  70.452690,  88.357712,  60.136841,  55.404930,  98.041435,  end,103,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,177.24440336227417,  92.211594,  70.432076,  88.354614,  60.173889,  55.394920,  98.033440,  end,103,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,177.29574179649353,  92.222076,  70.454506,  88.358536,  60.181030,  55.393837,  98.036064,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,177.35750150680542,  92.220200,  70.450859,  88.353546,  60.167313,  55.393471,  98.042656,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,177.41435599327087,  92.236771,  70.457893,  88.354111,  60.176712,  55.387505,  98.035835,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,177.4708755016327,  92.225967,  70.450935,  88.359543,  60.176620,  55.402840,  98.044807,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,177.52724838256836,  92.226181,  70.459740,  88.357132,  60.184631,  55.396355,  98.046883,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,177.5847978591919,  92.227158,  70.456215,  88.350342,  60.180267,  55.403221,  98.045097,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,177.6416711807251,  92.236816,  70.453606,  88.362289,  60.197479,  55.409126,  98.054466,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,177.69863533973694,  92.241074,  70.458199,  88.359558,  60.186142,  55.402550,  98.044823,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,177.7536654472351,  92.232193,  70.461998,  88.357864,  60.188553,  55.400032,  98.043434,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,177.8117527961731,  92.233093,  70.475731,  88.359070,  60.190201,  55.408745,  98.056526,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,177.86898279190063,  92.226120,  70.445335,  88.361862,  60.180527,  55.405235,  98.049034,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,177.9221589565277,  92.250397,  70.475731,  88.383911,  60.203690,  55.410347,  98.055992,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,177.98269152641296,  92.236755,  70.458366,  88.372452,  60.187943,  55.401512,  98.055138,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,178.03868627548218,  92.235626,  70.450874,  88.360916,  60.189514,  55.403831,  98.049370,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,178.09614610671997,  92.233932,  70.458275,  88.373215,  60.196564,  55.411705,  98.057899,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,178.1531045436859,  92.249832,  70.459969,  88.366043,  60.189743,  55.421059,  98.052910,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,178.20990753173828,  92.243423,  70.466743,  88.369003,  60.198624,  55.416756,  98.060371,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,178.2656171321869,  92.235901,  70.462410,  88.376175,  60.195206,  55.410774,  98.046318,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,178.31960558891296,  92.233032,  70.461555,  88.371414,  60.190033,  55.414986,  98.058296,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,178.38048028945923,  92.237915,  70.466911,  88.378311,  60.201080,  55.422981,  98.063591,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,178.43707132339478,  92.237640,  70.461678,  88.378448,  60.201202,  55.424278,  98.064339,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,178.49414682388306,  92.241135,  70.467339,  88.370697,  60.193924,  55.422707,  98.066353,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,178.54823088645935,  92.237076,  70.468391,  88.381058,  60.203018,  55.409309,  98.058647,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,178.60685849189758,  92.256683,  70.464500,  88.382721,  60.208023,  55.423820,  98.070564,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,178.66619396209717,  92.241333,  70.466637,  88.370316,  60.193985,  55.413155,  98.048515,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,178.72180652618408,  92.240875,  70.449135,  88.378754,  60.191772,  55.399055,  98.050194,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,178.77869534492493,  92.250793,  70.483360,  88.384048,  60.206604,  55.421730,  98.065788,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,178.83541774749756,  92.249756,  70.477623,  88.384949,  60.205887,  55.423424,  98.068611,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,178.89134335517883,  92.252701,  70.476448,  88.392090,  60.211639,  55.428276,  98.068016,  end,100,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,178.94652199745178,  92.227264,  70.461143,  88.379272,  60.199554,  55.401970,  98.072533,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,179.00588154792786,  92.251221,  70.471596,  88.389130,  60.205124,  55.425179,  98.066475,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,179.0580563545227,  92.249527,  70.479607,  88.390869,  60.206161,  55.418678,  98.065895,  end,103,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,179.11941075325012,  92.249252,  70.477364,  88.390930,  60.210464,  55.427055,  98.065575,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,179.1766746044159,  92.253525,  70.478401,  88.396332,  60.218536,  55.437950,  98.083839,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,179.23315978050232,  92.247665,  70.468483,  88.385651,  60.203995,  55.424843,  98.073143,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,179.2903368473053,  92.248337,  70.470070,  88.383743,  60.217819,  55.424446,  98.077034,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,179.34294176101685,  92.253326,  70.472084,  88.386337,  60.208801,  55.432060,  98.071587,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,179.40350341796875,  92.253937,  70.472832,  88.384567,  60.215988,  55.425209,  98.072746,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,179.45857000350952,  92.249985,  70.476326,  88.394379,  60.213196,  55.426979,  98.078911,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,179.51734161376953,  92.254593,  70.485115,  88.395950,  60.231659,  55.438988,  98.078728,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,179.57000637054443,  92.259995,  70.482719,  88.396988,  60.225494,  55.441841,  98.077431,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,179.63228702545166,  92.258881,  70.484062,  88.397705,  60.216248,  55.440758,  98.087135,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,179.68842029571533,  92.257751,  70.462059,  88.392288,  60.212662,  55.425972,  98.073997,  end,103,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,179.74515557289124,  92.259537,  70.478706,  88.407410,  60.216293,  55.440300,  98.078514,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,179.80167961120605,  92.269302,  70.490150,  88.400497,  60.221146,  55.436485,  98.083214,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,179.85935997962952,  92.261948,  70.484245,  88.395508,  60.225845,  55.448158,  98.084618,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,179.9158899784088,  92.265762,  70.495110,  88.407623,  60.230759,  55.441414,  98.084190,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,179.97007083892822,  92.256744,  70.477425,  88.398285,  60.212845,  55.454414,  98.093239,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,180.0287537574768,  92.253342,  70.477531,  88.403854,  60.223602,  55.449760,  98.077538,  end,103,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,180.08219146728516,  92.266815,  70.494621,  88.398178,  60.219238,  55.441246,  98.075722,  end,103,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,180.14223504066467,  92.277725,  70.498878,  88.414810,  60.239151,  55.452232,  98.093651,  end,103,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,180.19989943504333,  92.264679,  70.498131,  88.394577,  60.230728,  55.438774,  98.084007,  end,103,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,180.25539469718933,  92.271683,  70.502953,  88.413666,  60.228653,  55.447990,  98.090889,  end,103,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,180.31270503997803,  92.269150,  70.496147,  88.413742,  60.234283,  55.450630,  98.089363,  end,103,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,180.36688590049744,  92.253555,  70.487465,  88.398392,  60.216934,  55.441856,  98.088783,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,180.42677927017212,  92.251358,  70.507500,  88.413910,  60.234344,  55.450005,  98.086723,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,180.48341369628906,  92.265488,  70.477150,  88.402283,  60.230194,  55.438881,  98.090630,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,180.5368492603302,  92.283752,  70.509132,  88.423965,  60.239807,  55.466408,  98.102501,  end,103,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,180.59489703178406,  92.282516,  70.500359,  88.420242,  60.234772,  55.452583,  98.091026,  end,103,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,180.65418195724487,  92.267563,  70.499107,  88.408707,  60.228073,  55.436470,  98.089455,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,180.71130990982056,  92.277054,  70.500694,  88.422455,  60.248184,  55.460243,  98.107735,  end,103,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,180.76816201210022,  92.281555,  70.501640,  88.423447,  60.236053,  55.462227,  98.100670,  end,103,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,180.82612133026123,  92.285049,  70.504723,  88.412781,  60.245407,  55.455132,  98.105751,  end,103,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,180.88185358047485,  92.288773,  70.503532,  88.426285,  60.243286,  55.461235,  98.105003,  end,103,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,180.93902802467346,  92.279327,  70.498344,  88.418732,  60.252686,  55.467552,  98.108543,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,180.99277424812317,  92.282135,  70.500908,  88.422394,  60.247009,  55.456490,  98.106682,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,181.05218935012817,  92.294724,  70.524208,  88.437531,  60.253799,  55.458504,  98.103188,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,181.10439252853394,  92.277603,  70.499641,  88.418488,  60.241043,  55.459877,  98.098595,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,181.16394352912903,  92.282257,  70.506493,  88.427460,  60.243439,  55.458031,  98.094383,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,181.22271752357483,  92.290054,  70.513695,  88.422058,  60.246216,  55.457924,  98.114418,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,181.27734518051147,  92.291046,  70.512291,  88.435715,  60.257660,  55.471840,  98.105858,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,181.33660554885864,  92.292664,  70.523689,  88.436050,  60.254333,  55.472176,  98.109367,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,181.39034032821655,  92.283157,  70.518379,  88.434372,  60.252701,  55.460442,  98.119423,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,181.4498131275177,  92.278595,  70.524483,  88.416031,  60.261368,  55.469887,  98.117378,  end,103,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,181.5072796344757,  92.288788,  70.512474,  88.416382,  60.235504,  55.464012,  98.095528,  end,103,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,181.56238079071045,  92.292404,  70.505730,  88.425598,  60.241791,  55.462517,  98.100227,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,181.6160638332367,  92.300797,  70.521324,  88.434601,  60.255402,  55.470772,  98.108284,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,181.6774137020111,  92.307953,  70.532814,  88.448883,  60.271759,  55.469887,  98.115822,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,181.7349841594696,  92.284210,  70.507881,  88.428833,  60.251282,  55.435448,  98.109261,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,181.79094433784485,  92.293930,  70.517815,  88.434677,  60.263519,  55.478584,  98.106926,  end,102,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,181.84804391860962,  92.305481,  70.521294,  88.448395,  60.261505,  55.464821,  98.117348,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,181.90740489959717,  92.293991,  70.513039,  88.428711,  60.252899,  55.474190,  98.109810,  end,101,1/1,Sweep Up,100.0
0,400.0,50,60,50,0-5,1,false,false,232.05369186401367,  97.958984,  76.000099,  96.039795,  67.582428,  62.778847,  105.326042,  end,152,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,232.0987195968628,  97.962341,  76.000130,  96.048187,  67.575409,  62.786842,  105.328239,  end,152,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,232.15589928627014,  97.949936,  75.995049,  96.030106,  67.576065,  62.777763,  105.331413,  end,152,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,232.21084237098694,  97.971405,  76.013634,  96.060471,  67.581879,  62.783592,  105.335640,  end,152,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,232.27180647850037,  97.967331,  76.001717,  96.048279,  67.577286,  62.775642,  105.329964,  end,152,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,232.3265426158905,  97.959259,  76.004921,  96.043091,  67.586334,  62.785332,  105.346184,  end,152,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,232.38188242912292,  97.955627,  76.000084,  96.042465,  67.585632,  62.790871,  105.333183,  end,153,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,232.44198656082153,  97.955902,  76.012581,  96.052155,  67.576141,  62.779121,  105.330956,  end,153,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,232.49757313728333,  97.969986,  76.007042,  96.052490,  67.584549,  62.780113,  105.332512,  end,153,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,232.55093717575073,  97.954224,  75.998543,  96.050812,  67.581146,  62.804237,  105.341194,  end,152,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,232.6110715866089,  97.972382,  76.006310,  96.048828,  67.587265,  62.790337,  105.343391,  end,152,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,232.66805148124695,  97.973236,  76.006554,  96.058105,  67.585861,  62.781548,  105.343987,  end,152,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,232.72481608390808,  97.957397,  76.025200,  96.053986,  67.585159,  62.799583,  105.339561,  end,152,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,232.78202486038208,  97.969910,  76.017769,  96.054031,  67.584717,  62.794594,  105.340996,  end,152,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,232.8406479358673,  97.983276,  76.019081,  96.055450,  67.585251,  62.784218,  105.350670,  end,153,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,232.89370465278625,  97.975021,  76.012428,  96.076553,  67.598572,  62.794807,  105.345634,  end,153,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,232.95240807533264,  97.983276,  76.026878,  96.062744,  67.591919,  62.799202,  105.353416,  end,152,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,233.01052045822144,  97.987671,  76.020988,  96.069290,  67.592773,  62.800056,  105.354897,  end,152,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,233.0655300617218,  97.969833,  76.019203,  96.064636,  67.596115,  62.800438,  105.350502,  end,152,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,233.12289309501648,  97.972305,  75.994514,  96.053909,  67.595169,  62.763359,  105.350105,  end,153,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,233.1794250011444,  97.986343,  76.022087,  96.081345,  67.610474,  62.803459,  105.343681,  end,152,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,233.2342209815979,  97.967102,  76.015709,  96.059921,  67.597092,  62.810005,  105.356300,  end,152,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,233.29283094406128,  97.974167,  76.021782,  96.064850,  67.608795,  62.807808,  105.363091,  end,151,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,233.34728002548218,  97.976532,  76.019249,  96.074219,  67.607483,  62.806053,  105.360802,  end,151,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,233.4045238494873,  97.994125,  76.029167,  96.079666,  67.607315,  62.807930,  105.357750,  end,152,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,233.46384811401367,  97.975769,  76.036171,  96.090195,  67.608475,  62.798454,  105.358315,  end,153,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,233.5212528705597,  97.992554,  76.035957,  96.068024,  67.610321,  62.797768,  105.369011,  end,152,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,233.57698798179626,  97.972519,  76.022957,  96.067947,  67.599960,  62.808281,  105.359261,  end,152,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,233.63470554351807,  97.996811,  76.028877,  96.090469,  67.610382,  62.813179,  105.376976,  end,152,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,233.68909692764282,  97.985031,  76.033150,  96.075729,  67.615967,  62.808128,  105.361229,  end,152,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,233.74721503257751,  97.981125,  76.018700,  96.075058,  67.622253,  62.825172,  105.368690,  end,152,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,233.80592441558838,  97.983994,  76.026039,  96.078049,  67.605957,  62.822182,  105.365852,  end,152,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,233.8619465827942,  97.990860,  76.024071,  96.077835,  67.608826,  62.814064,  105.366585,  end,152,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,233.91634321212769,  97.988892,  76.022438,  96.072952,  67.614136,  62.808769,  105.377815,  end,152,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,233.97634625434875,  97.992523,  76.038475,  96.082092,  67.628845,  62.823982,  105.368935,  end,153,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,234.03229236602783,  97.982590,  76.031136,  96.077667,  67.615784,  62.826378,  105.364525,  end,152,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,234.09188675880432,  97.975845,  76.026802,  96.082443,  67.619141,  62.812538,  105.372231,  end,152,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,234.14545059204102,  97.987564,  76.025551,  96.092453,  67.613098,  62.817314,  105.359962,  end,152,1/1,Sweep Up,150.0
0,400.0,50,60,50,0-5,1,false,false,234.20237612724304,  97.998428,  76.038048,  96.086548,  67.632889,  62.828835,  105.359566,  end,152,1/1,Sweep Up,150.0
