timestamp,datetime,Select Device..._ch1,Select Device..._ch2,Select Device..._ch3,Select Device..._ch4,Select Device..._ch5,Select Device..._ch6
15.18,2026-03-15 15:38:17.834,55.24,28.83,26.59,25.06,27.11,36.2
15.19,2026-03-15 15:38:17.843,55.24,28.83,26.59,25.06,27.11,36.2
15.2,2026-03-15 15:38:17.852,55.24,28.83,26.59,25.06,27.11,36.2
15.21,2026-03-15 15:38:17.862,55.24,28.83,26.59,25.06,27.11,36.2
15.22,2026-03-15 15:38:17.872,55.24,28.83,26.59,25.06,27.11,36.2
15.23,2026-03-15 15:38:17.883,55.24,28.83,26.59,25.06,27.11,36.2
15.24,2026-03-15 15:38:17.896,55.25,28.84,26.58,25.07,27.1,36.21
15.31,2026-03-15 15:38:17.963,55.25,28.83,26.59,25.08,27.11,36.21
15.31,2026-03-15 15:38:17.965,55.25,28.83,26.59,25.08,27.11,36.21
15.32,2026-03-15 15:38:17.973,55.25,28.83,26.59,25.08,27.11,36.21
15.33,2026-03-15 15:38:17.982,55.25,28.83,26.59,25.08,27.11,36.21
15.34,2026-03-15 15:38:17.993,55.25,28.83,26.59,25.08,27.11,36.21
15.35,2026-03-15 15:38:18.004,55.26,28.84,26.59,25.09,27.09,36.22
15.36,2026-03-15 15:38:18.012,55.26,28.84,26.59,25.09,27.09,36.22
15.37,2026-03-15 15:38:18.023,55.26,28.84,26.59,25.09,27.09,36.22
15.38,2026-03-15 15:38:18.032,55.26,28.84,26.59,25.09,27.09,36.22
15.4,2026-03-15 15:38:18.049,55.26,28.84,26.59,25.09,27.09,36.22
15.44,2026-03-15 15:38:18.091,55.27,28.79,26.57,25.09,27.11,36.21
15.44,2026-03-15 15:38:18.092,55.27,28.79,26.57,25.09,27.11,36.21
15.45,2026-03-15 15:38:18.103,55.27,28.79,26.57,25.09,27.11,36.21
15.46,2026-03-15 15:38:18.112,55.27,28.79,26.57,25.09,27.11,36.21
15.47,2026-03-15 15:38:18.125,55.27,28.82,26.58,25.07,27.08,36.22
15.48,2026-03-15 15:38:18.132,55.27,28.82,26.58,25.07,27.08,36.22
15.49,2026-03-15 15:38:18.142,55.27,28.82,26.58,25.07,27.08,36.22
15.5,2026-03-15 15:38:18.153,55.27,28.82,26.58,25.07,27.08,36.22
15.51,2026-03-15 15:38:18.162,55.27,28.82,26.58,25.07,27.08,36.22
15.52,2026-03-15 15:38:18.177,55.27,28.84,26.58,25.09,27.1,36.2
15.56,2026-03-15 15:38:18.217,55.27,28.84,26.58,25.09,27.1,36.2
15.57,2026-03-15 15:38:18.223,55.27,28.84,26.58,25.09,27.1,36.2
15.58,2026-03-15 15:38:18.234,55.25,28.83,26.59,25.11,27.11,36.2
15.59,2026-03-15 15:38:18.243,55.25,28.83,26.59,25.11,27.11,36.2
15.6,2026-03-15 15:38:18.252,55.25,28.83,26.59,25.11,27.11,36.2
15.61,2026-03-15 15:38:18.262,55.25,28.83,26.59,25.11,27.11,36.2
15.62,2026-03-15 15:38:18.272,55.25,28.83,26.59,25.11,27.11,36.2
15.63,2026-03-15 15:38:18.283,55.25,28.83,26.59,25.11,27.11,36.2
15.64,2026-03-15 15:38:18.293,55.22,28.79,26.58,25.08,27.11,36.19
15.67,2026-03-15 15:38:18.322,55.22,28.79,26.58,25.08,27.11,36.19
15.68,2026-03-15 15:38:18.332,55.22,28.79,26.58,25.08,27.11,36.19
15.69,2026-03-15 15:38:18.343,55.27,28.78,26.57,25.11,27.13,36.2
15.7,2026-03-15 15:38:18.353,55.27,28.78,26.57,25.11,27.13,36.2
15.71,2026-03-15 15:38:18.362,55.27,28.78,26.57,25.11,27.13,36.2
15.72,2026-03-15 15:38:18.373,55.27,28.78,26.57,25.11,27.13,36.2
15.73,2026-03-15 15:38:18.383,55.27,28.78,26.57,25.11,27.13,36.2
15.74,2026-03-15 15:38:18.393,55.27,28.78,26.57,25.11,27.13,36.2
15.75,2026-03-15 15:38:18.406,55.24,28.83,26.59,25.09,27.1,36.24
15.76,2026-03-15 15:38:18.412,55.24,28.83,26.59,25.09,27.1,36.24
15.77,2026-03-15 15:38:18.426,55.24,28.83,26.59,25.09,27.1,36.24
15.82,2026-03-15 15:38:18.468,55.25,28.81,26.59,25.09,27.11,36.23
15.82,2026-03-15 15:38:18.473,55.25,28.81,26.59,25.09,27.11,36.23
15.83,2026-03-15 15:38:18.482,55.25,28.81,26.59,25.09,27.11,36.23
15.84,2026-03-15 15:38:18.493,55.25,28.81,26.59,25.09,27.11,36.23
15.85,2026-03-15 15:38:18.502,55.25,28.81,26.59,25.09,27.11,36.23
15.86,2026-03-15 15:38:18.515,55.28,28.81,26.6,25.07,27.12,36.22
15.87,2026-03-15 15:38:18.523,55.28,28.81,26.6,25.07,27.12,36.22
15.88,2026-03-15 15:38:18.532,55.28,28.81,26.6,25.07,27.12,36.22
15.89,2026-03-15 15:38:18.543,55.28,28.81,26.6,25.07,27.12,36.22
15.9,2026-03-15 15:38:18.556,55.28,28.81,26.6,25.07,27.12,36.22
15.96,2026-03-15 15:38:18.609,55.29,28.81,26.61,25.08,27.12,36.22
15.96,2026-03-15 15:38:18.613,55.29,28.81,26.61,25.08,27.12,36.22
15.97,2026-03-15 15:38:18.622,55.29,28.81,26.61,25.08,27.12,36.22
15.98,2026-03-15 15:38:18.634,55.23,28.82,26.62,25.1,27.12,36.21
15.99,2026-03-15 15:38:18.643,55.23,28.82,26.62,25.1,27.12,36.21
16.0,2026-03-15 15:38:18.652,55.23,28.82,26.62,25.1,27.12,36.21
16.01,2026-03-15 15:38:18.663,55.23,28.82,26.62,25.1,27.12,36.21
16.02,2026-03-15 15:38:18.673,55.23,28.82,26.62,25.1,27.12,36.21
16.03,2026-03-15 15:38:18.686,55.25,28.83,26.58,25.13,27.15,36.24
16.05,2026-03-15 15:38:18.700,55.25,28.83,26.58,25.13,27.15,36.24
16.1,2026-03-15 15:38:18.754,55.27,28.83,26.59,25.08,27.1,36.21
16.11,2026-03-15 15:38:18.762,55.27,28.83,26.59,25.08,27.1,36.21
16.12,2026-03-15 15:38:18.773,55.27,28.83,26.59,25.08,27.1,36.21
16.13,2026-03-15 15:38:18.782,55.27,28.83,26.59,25.08,27.1,36.21
16.14,2026-03-15 15:38:18.793,55.27,28.83,26.59,25.08,27.1,36.21
16.15,2026-03-15 15:38:18.805,55.29,28.85,26.61,25.08,27.13,36.22
16.16,2026-03-15 15:38:18.813,55.29,28.85,26.61,25.08,27.13,36.22
16.17,2026-03-15 15:38:18.823,55.29,28.85,26.61,25.08,27.13,36.22
16.18,2026-03-15 15:38:18.833,55.29,28.85,26.61,25.08,27.13,36.22
16.19,2026-03-15 15:38:18.846,55.29,28.85,26.61,25.08,27.13,36.22
16.26,2026-03-15 15:38:18.914,55.29,28.84,26.62,25.1,27.16,36.25
16.26,2026-03-15 15:38:18.917,55.29,28.84,26.62,25.1,27.16,36.25
16.27,2026-03-15 15:38:18.922,55.29,28.84,26.62,25.1,27.16,36.25
16.28,2026-03-15 15:38:18.932,55.29,28.84,26.62,25.1,27.16,36.25
16.29,2026-03-15 15:38:18.943,55.29,28.84,26.62,25.1,27.16,36.25
16.3,2026-03-15 15:38:18.953,55.29,28.84,26.62,25.1,27.16,36.25
16.31,2026-03-15 15:38:18.962,55.29,28.84,26.62,25.1,27.16,36.25
16.32,2026-03-15 15:38:18.976,55.27,28.85,26.61,25.08,27.14,36.22
16.33,2026-03-15 15:38:18.982,55.27,28.85,26.61,25.08,27.14,36.22
16.34,2026-03-15 15:38:18.996,55.27,28.85,26.61,25.08,27.14,36.22
16.41,2026-03-15 15:38:19.060,55.28,28.83,26.63,25.1,27.12,36.23
16.41,2026-03-15 15:38:19.063,55.28,28.83,26.63,25.1,27.12,36.23
16.42,2026-03-15 15:38:19.073,55.28,28.83,26.63,25.1,27.12,36.23
16.43,2026-03-15 15:38:19.086,55.3,28.84,26.62,25.09,27.16,36.23
16.44,2026-03-15 15:38:19.092,55.3,28.84,26.62,25.09,27.16,36.23
16.45,2026-03-15 15:38:19.102,55.3,28.84,26.62,25.09,27.16,36.23
16.46,2026-03-15 15:38:19.113,55.3,28.84,26.62,25.09,27.16,36.23
16.47,2026-03-15 15:38:19.122,55.3,28.84,26.62,25.09,27.16,36.23
16.48,2026-03-15 15:38:19.132,55.3,28.84,26.62,25.09,27.16,36.23
16.5,2026-03-15 15:38:19.149,55.29,28.84,26.61,25.09,27.16,36.23
16.56,2026-03-15 15:38:19.209,55.3,28.86,26.61,25.1,27.13,36.24
16.56,2026-03-15 15:38:19.213,55.3,28.86,26.61,25.1,27.13,36.24
16.57,2026-03-15 15:38:19.222,55.3,28.86,26.61,25.1,27.13,36.24
16.58,2026-03-15 15:38:19.233,55.3,28.86,26.61,25.1,27.13,36.24
16.59,2026-03-15 15:38:19.242,55.3,28.86,26.61,25.1,27.13,36.24
16.6,2026-03-15 15:38:19.254,55.28,28.83,26.62,25.09,27.14,36.22
16.61,2026-03-15 15:38:19.262,55.28,28.83,26.62,25.09,27.14,36.22
16.62,2026-03-15 15:38:19.272,55.28,28.83,26.62,25.09,27.14,36.22
16.63,2026-03-15 15:38:19.283,55.28,28.83,26.62,25.09,27.14,36.22
16.65,2026-03-15 15:38:19.300,55.28,28.83,26.62,25.09,27.14,36.22
16.69,2026-03-15 15:38:19.342,55.3,28.85,26.62,25.1,27.13,36.23
16.69,2026-03-15 15:38:19.344,55.3,28.85,26.62,25.1,27.13,36.23
16.7,2026-03-15 15:38:19.352,55.3,28.85,26.62,25.1,27.13,36.23
16.71,2026-03-15 15:38:19.363,55.3,28.85,26.62,25.1,27.13,36.23
16.72,2026-03-15 15:38:19.374,55.3,28.88,26.62,25.1,27.15,36.24
16.73,2026-03-15 15:38:19.383,55.3,28.88,26.62,25.1,27.15,36.24
16.74,2026-03-15 15:38:19.393,55.3,28.88,26.62,25.1,27.15,36.24
16.75,2026-03-15 15:38:19.404,55.3,28.88,26.62,25.1,27.15,36.24
16.76,2026-03-15 15:38:19.412,55.3,28.88,26.62,25.1,27.15,36.24
16.78,2026-03-15 15:38:19.428,55.29,28.85,26.62,25.11,27.12,36.24
16.82,2026-03-15 15:38:19.475,55.29,28.85,26.62,25.11,27.12,36.24
16.83,2026-03-15 15:38:19.485,55.29,28.86,26.62,25.1,27.16,36.26
16.84,2026-03-15 15:38:19.493,55.29,28.86,26.62,25.1,27.16,36.26
16.85,2026-03-15 15:38:19.503,55.29,28.86,26.62,25.1,27.16,36.26
16.86,2026-03-15 15:38:19.512,55.29,28.86,26.62,25.1,27.16,36.26
16.87,2026-03-15 15:38:19.522,55.29,28.86,26.62,25.1,27.16,36.26
16.88,2026-03-15 15:38:19.533,55.29,28.86,26.62,25.1,27.16,36.26
16.89,2026-03-15 15:38:19.545,55.28,28.85,26.6,25.1,27.16,36.25
16.9,2026-03-15 15:38:19.553,55.28,28.85,26.6,25.1,27.16,36.25
16.92,2026-03-15 15:38:19.568,55.28,28.85,26.6,25.1,27.16,36.25
16.98,2026-03-15 15:38:19.628,55.31,28.86,26.61,25.08,27.14,36.25
16.98,2026-03-15 15:38:19.633,55.31,28.86,26.61,25.08,27.14,36.25
16.99,2026-03-15 15:38:19.643,55.31,28.86,26.61,25.08,27.14,36.25
17.0,2026-03-15 15:38:19.656,55.28,28.85,26.64,25.11,27.15,36.25
17.01,2026-03-15 15:38:19.663,55.28,28.85,26.64,25.11,27.15,36.25
17.02,2026-03-15 15:38:19.672,55.28,28.85,26.64,25.11,27.15,36.25
17.03,2026-03-15 15:38:19.683,55.28,28.85,26.64,25.11,27.15,36.25
17.04,2026-03-15 15:38:19.693,55.28,28.85,26.64,25.11,27.15,36.25
17.05,2026-03-15 15:38:19.703,55.28,28.85,26.64,25.11,27.15,36.25
17.07,2026-03-15 15:38:19.721,55.32,28.86,26.63,25.11,27.17,36.24
17.13,2026-03-15 15:38:19.786,55.32,28.83,26.62,25.11,27.16,36.24
17.14,2026-03-15 15:38:19.792,55.32,28.83,26.62,25.11,27.16,36.24
17.15,2026-03-15 15:38:19.803,55.32,28.83,26.62,25.11,27.16,36.24
17.16,2026-03-15 15:38:19.813,55.32,28.83,26.62,25.11,27.16,36.24
17.17,2026-03-15 15:38:19.825,55.3,28.84,26.65,25.1,27.15,36.22
17.18,2026-03-15 15:38:19.833,55.3,28.84,26.65,25.1,27.15,36.22
17.19,2026-03-15 15:38:19.842,55.3,28.84,26.65,25.1,27.15,36.22
17.2,2026-03-15 15:38:19.853,55.3,28.84,26.65,25.1,27.15,36.22
17.21,2026-03-15 15:38:19.863,55.3,28.84,26.65,25.1,27.15,36.22
17.23,2026-03-15 15:38:19.880,55.29,28.88,26.64,25.13,27.12,36.24
17.29,2026-03-15 15:38:19.944,55.33,28.87,26.65,25.12,27.15,36.25
17.3,2026-03-15 15:38:19.953,55.33,28.87,26.65,25.12,27.15,36.25
17.31,2026-03-15 15:38:19.962,55.33,28.87,26.65,25.12,27.15,36.25
17.32,2026-03-15 15:38:19.972,55.33,28.87,26.65,25.12,27.15,36.25
17.33,2026-03-15 15:38:19.983,55.33,28.87,26.65,25.12,27.15,36.25
17.34,2026-03-15 15:38:19.996,55.3,28.88,26.65,25.11,27.17,36.26
17.35,2026-03-15 15:38:20.002,55.3,28.88,26.65,25.11,27.17,36.26
17.36,2026-03-15 15:38:20.013,55.3,28.88,26.65,25.11,27.17,36.26
17.37,2026-03-15 15:38:20.022,55.3,28.88,26.65,25.11,27.17,36.26
17.38,2026-03-15 15:38:20.037,55.3,28.88,26.65,25.11,27.17,36.26
17.43,2026-03-15 15:38:20.086,55.31,28.87,26.63,25.1,27.16,36.26
17.44,2026-03-15 15:38:20.092,55.31,28.87,26.63,25.1,27.16,36.26
17.45,2026-03-15 15:38:20.103,55.29,28.88,26.65,25.11,27.14,36.23
17.46,2026-03-15 15:38:20.112,55.29,28.88,26.65,25.11,27.14,36.23
17.47,2026-03-15 15:38:20.123,55.29,28.88,26.65,25.11,27.14,36.23
17.48,2026-03-15 15:38:20.133,55.29,28.88,26.65,25.11,27.14,36.23
17.49,2026-03-15 15:38:20.143,55.29,28.88,26.65,25.11,27.14,36.23
17.5,2026-03-15 15:38:20.153,55.29,28.88,26.65,25.11,27.14,36.23
17.51,2026-03-15 15:38:20.166,55.33,28.89,26.64,25.12,27.17,36.26
17.53,2026-03-15 15:38:20.179,55.33,28.89,26.64,25.12,27.17,36.26
17.58,2026-03-15 15:38:20.236,55.31,28.88,26.64,25.11,27.15,36.26
17.59,2026-03-15 15:38:20.242,55.31,28.88,26.64,25.11,27.15,36.26
17.6,2026-03-15 15:38:20.253,55.31,28.88,26.64,25.11,27.15,36.26
17.61,2026-03-15 15:38:20.263,55.31,28.88,26.64,25.11,27.15,36.26
17.62,2026-03-15 15:38:20.275,55.34,28.87,26.62,25.12,27.16,36.27
17.63,2026-03-15 15:38:20.283,55.34,28.87,26.62,25.12,27.16,36.27
17.64,2026-03-15 15:38:20.293,55.34,28.87,26.62,25.12,27.16,36.27
17.65,2026-03-15 15:38:20.303,55.34,28.87,26.62,25.12,27.16,36.27
17.66,2026-03-15 15:38:20.313,55.34,28.87,26.62,25.12,27.16,36.27
17.67,2026-03-15 15:38:20.326,55.34,28.87,26.62,25.12,27.16,36.27
17.72,2026-03-15 15:38:20.371,55.35,28.89,26.65,25.1,27.18,36.24
17.72,2026-03-15 15:38:20.372,55.35,28.89,26.65,25.1,27.18,36.24
17.73,2026-03-15 15:38:20.382,55.35,28.89,26.65,25.1,27.18,36.24
17.74,2026-03-15 15:38:20.394,55.33,28.88,26.64,25.11,27.18,36.26
17.75,2026-03-15 15:38:20.402,55.33,28.88,26.64,25.11,27.18,36.26
17.76,2026-03-15 15:38:20.412,55.33,28.88,26.64,25.11,27.18,36.26
17.77,2026-03-15 15:38:20.422,55.33,28.88,26.64,25.11,27.18,36.26
17.78,2026-03-15 15:38:20.432,55.33,28.88,26.64,25.11,27.18,36.26
17.79,2026-03-15 15:38:20.442,55.33,28.88,26.64,25.11,27.18,36.26
17.81,2026-03-15 15:38:20.459,55.33,28.89,26.64,25.11,27.16,36.26
17.87,2026-03-15 15:38:20.524,55.34,28.88,26.65,25.12,27.17,36.26
17.88,2026-03-15 15:38:20.533,55.34,28.88,26.65,25.12,27.17,36.26
17.89,2026-03-15 15:38:20.543,55.34,28.88,26.65,25.12,27.17,36.26
17.9,2026-03-15 15:38:20.552,55.34,28.88,26.65,25.12,27.17,36.26
17.91,2026-03-15 15:38:20.565,55.36,28.89,26.65,25.11,27.17,36.25
17.92,2026-03-15 15:38:20.572,55.36,28.89,26.65,25.11,27.17,36.25
17.93,2026-03-15 15:38:20.583,55.36,28.89,26.65,25.11,27.17,36.25
17.94,2026-03-15 15:38:20.592,55.36,28.89,26.65,25.11,27.17,36.25
17.95,2026-03-15 15:38:20.604,55.36,28.89,26.65,25.11,27.17,36.25
17.97,2026-03-15 15:38:20.625,55.33,28.89,26.64,25.12,27.16,36.25
18.01,2026-03-15 15:38:20.667,55.33,28.89,26.64,25.12,27.16,36.25
18.02,2026-03-15 15:38:20.674,55.34,28.92,26.65,24.95,27.18,36.26
18.03,2026-03-15 15:38:20.683,55.34,28.92,26.65,24.95,27.18,36.26
18.04,2026-03-15 15:38:20.692,55.34,28.92,26.65,24.95,27.18,36.26
18.05,2026-03-15 15:38:20.702,55.34,28.92,26.65,24.95,27.18,36.26
18.06,2026-03-15 15:38:20.712,55.34,28.92,26.65,24.95,27.18,36.26
18.07,2026-03-15 15:38:20.722,55.34,28.92,26.65,24.95,27.18,36.26
18.08,2026-03-15 15:38:20.736,55.31,28.86,26.68,25.14,27.16,36.25
18.09,2026-03-15 15:38:20.742,55.31,28.86,26.68,25.14,27.16,36.25
18.1,2026-03-15 15:38:20.756,55.31,28.86,26.68,25.14,27.16,36.25
18.17,2026-03-15 15:38:20.820,55.34,28.87,26.65,25.11,27.16,36.27
18.17,2026-03-15 15:38:20.823,55.34,28.87,26.65,25.11,27.16,36.27
18.18,2026-03-15 15:38:20.833,55.34,28.87,26.65,25.11,27.16,36.27
18.19,2026-03-15 15:38:20.844,55.36,28.92,26.66,25.12,27.17,36.27
18.2,2026-03-15 15:38:20.853,55.36,28.92,26.66,25.12,27.17,36.27
18.21,2026-03-15 15:38:20.863,55.36,28.92,26.66,25.12,27.17,36.27
18.22,2026-03-15 15:38:20.873,55.36,28.92,26.66,25.12,27.17,36.27
18.23,2026-03-15 15:38:20.882,55.36,28.92,26.66,25.12,27.17,36.27
18.24,2026-03-15 15:38:20.893,55.36,28.92,26.66,25.12,27.17,36.27
18.26,2026-03-15 15:38:20.911,55.32,28.91,26.65,25.1,27.17,36.28
18.3,2026-03-15 15:38:20.955,55.32,28.91,26.65,25.1,27.17,36.28
18.31,2026-03-15 15:38:20.964,55.31,28.89,26.68,25.11,27.18,36.29
18.32,2026-03-15 15:38:20.972,55.31,28.89,26.68,25.11,27.18,36.29
18.33,2026-03-15 15:38:20.982,55.31,28.89,26.68,25.11,27.18,36.29
18.34,2026-03-15 15:38:20.992,55.31,28.89,26.68,25.11,27.18,36.29
18.35,2026-03-15 15:38:21.002,55.31,28.89,26.68,25.11,27.18,36.29
18.36,2026-03-15 15:38:21.015,55.33,28.89,26.66,25.13,27.17,36.28
18.37,2026-03-15 15:38:21.023,55.33,28.89,26.66,25.13,27.17,36.28
18.38,2026-03-15 15:38:21.032,55.33,28.89,26.66,25.13,27.17,36.28
18.39,2026-03-15 15:38:21.045,55.33,28.89,26.66,25.13,27.17,36.28
18.45,2026-03-15 15:38:21.103,55.35,28.91,26.67,25.11,27.18,36.26
18.45,2026-03-15 15:38:21.105,55.35,28.91,26.67,25.11,27.18,36.26
18.46,2026-03-15 15:38:21.113,55.35,28.91,26.67,25.11,27.18,36.26
18.47,2026-03-15 15:38:21.122,55.35,28.91,26.67,25.11,27.18,36.26
18.48,2026-03-15 15:38:21.135,55.33,28.88,26.69,25.12,27.15,36.29
18.49,2026-03-15 15:38:21.142,55.33,28.88,26.69,25.12,27.15,36.29
18.5,2026-03-15 15:38:21.152,55.33,28.88,26.69,25.12,27.15,36.29
18.51,2026-03-15 15:38:21.163,55.33,28.88,26.69,25.12,27.15,36.29
18.52,2026-03-15 15:38:21.172,55.33,28.88,26.69,25.12,27.15,36.29
18.54,2026-03-15 15:38:21.188,55.37,28.9,26.67,25.14,27.18,36.26
18.59,2026-03-15 15:38:21.245,55.33,28.88,26.66,25.13,27.2,36.28
18.6,2026-03-15 15:38:21.252,55.33,28.88,26.66,25.13,27.2,36.28
18.61,2026-03-15 15:38:21.263,55.33,28.88,26.66,25.13,27.2,36.28
18.62,2026-03-15 15:38:21.273,55.33,28.88,26.66,25.13,27.2,36.28
18.63,2026-03-15 15:38:21.283,55.33,28.88,26.66,25.13,27.2,36.28
18.64,2026-03-15 15:38:21.293,55.33,28.88,26.66,25.13,27.2,36.28
18.65,2026-03-15 15:38:21.305,55.36,28.87,26.66,25.12,27.18,36.27
18.66,2026-03-15 15:38:21.312,55.36,28.87,26.66,25.12,27.18,36.27
18.67,2026-03-15 15:38:21.323,55.36,28.87,26.66,25.12,27.18,36.27
18.68,2026-03-15 15:38:21.336,55.36,28.87,26.66,25.12,27.18,36.27
18.74,2026-03-15 15:38:21.397,55.34,28.86,26.68,25.11,27.16,36.28
18.75,2026-03-15 15:38:21.403,55.34,28.86,26.68,25.11,27.16,36.28
18.76,2026-03-15 15:38:21.416,55.35,28.88,26.66,25.12,27.2,36.28
18.77,2026-03-15 15:38:21.423,55.35,28.88,26.66,25.12,27.2,36.28
18.78,2026-03-15 15:38:21.432,55.35,28.88,26.66,25.12,27.2,36.28
18.79,2026-03-15 15:38:21.443,55.35,28.88,26.66,25.12,27.2,36.28
18.8,2026-03-15 15:38:21.453,55.35,28.88,26.66,25.12,27.2,36.28
18.81,2026-03-15 15:38:21.462,55.35,28.88,26.66,25.12,27.2,36.28
18.82,2026-03-15 15:38:21.476,55.35,28.89,26.66,25.13,27.18,36.26
18.84,2026-03-15 15:38:21.490,55.35,28.89,26.66,25.13,27.18,36.26
18.9,2026-03-15 15:38:21.549,55.35,28.9,26.66,25.12,27.18,36.26
18.9,2026-03-15 15:38:21.553,55.35,28.9,26.66,25.12,27.18,36.26
18.91,2026-03-15 15:38:21.563,55.35,28.9,26.66,25.12,27.18,36.26
18.92,2026-03-15 15:38:21.573,55.35,28.9,26.66,25.12,27.18,36.26
18.93,2026-03-15 15:38:21.586,55.37,28.86,26.65,25.14,27.17,36.26
18.94,2026-03-15 15:38:21.593,55.37,28.86,26.65,25.14,27.17,36.26
18.95,2026-03-15 15:38:21.603,55.37,28.86,26.65,25.14,27.17,36.26
18.96,2026-03-15 15:38:21.613,55.37,28.86,26.65,25.14,27.17,36.26
18.97,2026-03-15 15:38:21.623,55.37,28.86,26.65,25.14,27.17,36.26
18.99,2026-03-15 15:38:21.641,55.34,28.87,26.66,25.13,27.19,36.26
19.04,2026-03-15 15:38:21.691,55.34,28.87,26.66,25.13,27.19,36.26
19.04,2026-03-15 15:38:21.696,55.33,28.89,26.65,25.12,27.19,36.29
19.05,2026-03-15 15:38:21.702,55.33,28.89,26.65,25.12,27.19,36.29
19.06,2026-03-15 15:38:21.713,55.33,28.89,26.65,25.12,27.19,36.29
19.07,2026-03-15 15:38:21.723,55.33,28.89,26.65,25.12,27.19,36.29
19.08,2026-03-15 15:38:21.732,55.33,28.89,26.65,25.12,27.19,36.29
19.09,2026-03-15 15:38:21.743,55.33,28.89,26.65,25.12,27.19,36.29
19.1,2026-03-15 15:38:21.754,55.34,28.9,26.66,25.13,27.18,36.27
19.11,2026-03-15 15:38:21.762,55.34,28.9,26.66,25.13,27.18,36.27
19.12,2026-03-15 15:38:21.777,55.34,28.9,26.66,25.13,27.18,36.27
19.17,2026-03-15 15:38:21.821,55.35,28.93,26.65,25.15,27.22,36.27
19.17,2026-03-15 15:38:21.823,55.35,28.93,26.65,25.15,27.22,36.27
19.18,2026-03-15 15:38:21.832,55.35,28.93,26.65,25.15,27.22,36.27
19.19,2026-03-15 15:38:21.843,55.35,28.93,26.65,25.15,27.22,36.27
19.2,2026-03-15 15:38:21.853,55.35,28.93,26.65,25.15,27.22,36.27
19.21,2026-03-15 15:38:21.863,55.35,28.93,26.65,25.15,27.22,36.27
19.22,2026-03-15 15:38:21.875,55.37,28.91,26.67,25.12,27.19,36.28
19.23,2026-03-15 15:38:21.882,55.37,28.91,26.67,25.12,27.19,36.28
19.24,2026-03-15 15:38:21.892,55.37,28.91,26.67,25.12,27.19,36.28
19.26,2026-03-15 15:38:21.909,55.37,28.91,26.67,25.12,27.19,36.28
19.3,2026-03-15 15:38:21.953,55.36,28.9,26.67,25.12,27.2,36.28
19.31,2026-03-15 15:38:21.962,55.36,28.9,26.67,25.12,27.2,36.28
19.32,2026-03-15 15:38:21.972,55.36,28.9,26.67,25.12,27.2,36.28
19.33,2026-03-15 15:38:21.984,55.41,28.91,26.67,25.11,27.21,36.28
19.34,2026-03-15 15:38:21.993,55.41,28.91,26.67,25.11,27.21,36.28
19.35,2026-03-15 15:38:22.002,55.41,28.91,26.67,25.11,27.21,36.28
19.36,2026-03-15 15:38:22.013,55.41,28.91,26.67,25.11,27.21,36.28
19.37,2026-03-15 15:38:22.022,55.41,28.91,26.67,25.11,27.21,36.28
19.38,2026-03-15 15:38:22.032,55.41,28.91,26.67,25.11,27.21,36.28
19.4,2026-03-15 15:38:22.048,55.37,28.92,26.69,25.13,27.22,36.3
19.45,2026-03-15 15:38:22.106,55.34,28.9,26.68,25.12,27.18,36.3
19.46,2026-03-15 15:38:22.113,55.34,28.9,26.68,25.12,27.18,36.3
19.47,2026-03-15 15:38:22.123,55.34,28.9,26.68,25.12,27.18,36.3
19.48,2026-03-15 15:38:22.132,55.34,28.9,26.68,25.12,27.18,36.3
19.49,2026-03-15 15:38:22.142,55.34,28.9,26.68,25.12,27.18,36.3
19.5,2026-03-15 15:38:22.156,55.38,28.91,26.67,25.13,27.21,36.29
19.51,2026-03-15 15:38:22.162,55.38,28.91,26.67,25.13,27.21,36.29
19.52,2026-03-15 15:38:22.173,55.38,28.91,26.67,25.13,27.21,36.29
19.53,2026-03-15 15:38:22.182,55.38,28.91,26.67,25.13,27.21,36.29
19.55,2026-03-15 15:38:22.197,55.38,28.91,26.67,25.13,27.21,36.29
19.61,2026-03-15 15:38:22.258,55.36,28.92,26.69,25.15,27.2,36.31
19.61,2026-03-15 15:38:22.265,55.36,28.91,26.68,25.13,27.21,36.31
19.62,2026-03-15 15:38:22.273,55.36,28.91,26.68,25.13,27.21,36.31
19.63,2026-03-15 15:38:22.283,55.36,28.91,26.68,25.13,27.21,36.31
19.64,2026-03-15 15:38:22.293,55.36,28.91,26.68,25.13,27.21,36.31
19.65,2026-03-15 15:38:22.303,55.36,28.91,26.68,25.13,27.21,36.31
19.66,2026-03-15 15:38:22.313,55.36,28.91,26.68,25.13,27.21,36.31
19.67,2026-03-15 15:38:22.325,55.37,28.91,26.68,25.13,27.23,36.29
19.68,2026-03-15 15:38:22.333,55.37,28.91,26.68,25.13,27.23,36.29
19.69,2026-03-15 15:38:22.347,55.37,28.91,26.68,25.13,27.23,36.29
19.75,2026-03-15 15:38:22.401,55.33,28.91,26.67,25.13,27.2,36.3
19.75,2026-03-15 15:38:22.403,55.33,28.91,26.67,25.13,27.2,36.3
19.76,2026-03-15 15:38:22.413,55.33,28.91,26.67,25.13,27.2,36.3
19.77,2026-03-15 15:38:22.422,55.33,28.91,26.67,25.13,27.2,36.3
19.78,2026-03-15 15:38:22.435,55.39,28.93,26.69,25.16,27.21,36.28
19.79,2026-03-15 15:38:22.442,55.39,28.93,26.69,25.16,27.21,36.28
